product name,location name,latitude (deg),longitude (deg),year,amount (tonne),marginal cost ($/tonne)
PV Module,Allegheny County,40.377315,-79.866353,1,13.285676511504516,892.48
PV Module,Allegheny County,40.377315,-79.866353,2,9.706777058708738,892.48
PV Module,Allegheny County,40.377315,-79.866353,3,15.195815387773582,892.48
PV Module,Allegheny County,40.377315,-79.866353,4,23.00836809754718,921.69
PV Module,Allegheny County,40.377315,-79.866353,5,33.81359241563447,921.69
PV Module,Allegheny County,40.377315,-79.866353,6,48.35495826881252,943.72
PV Module,Allegheny County,40.377315,-79.866353,7,67.40283137004887,950.57
PV Module,Allegheny County,40.377315,-79.866353,8,91.67270232262972,976.17
PV Module,Allegheny County,40.377315,-79.866353,9,121.70162330253581,1012.81
PV Module,Allegheny County,40.377315,-79.866353,10,179.56175110942405,1064.41
PV Module,Allegheny County,40.377315,-79.866353,11,197.14935230038148,1056.56
PV Module,Allegheny County,40.377315,-79.866353,12,1128.9065501788687,1190.7
PV Module,Allegheny County,40.377315,-79.866353,13,1044.8754994540413,1132.45
PV Module,Allegheny County,40.377315,-79.866353,14,188.6477012449548,1032.69
PV Module,Allegheny County,40.377315,-79.866353,15,725.1968141769777,1237.7
PV Module,Allegheny County,40.377315,-79.866353,16,199.0776720801348,1137.7
PV Module,Allegheny County,40.377315,-79.866353,17,402.6543310614921,1192.84
PV Module,Allegheny County,40.377315,-79.866353,18,487.9728543766968,1317.44
PV Module,Allegheny County,40.377315,-79.866353,19,197.40414754021256,1217.44
PV Module,Allegheny County,40.377315,-79.866353,20,244.01461628406872,1201.35
PV Module,Allegheny County,40.377315,-79.866353,21,407.69138047020607,1330.01
PV Module,Allegheny County,40.377315,-79.866353,22,401.08384019254555,1230.11
PV Module,Allegheny County,40.377315,-79.866353,23,256.9957814107339,1130.45
PV Module,Allegheny County,40.377315,-79.866353,24,551.0666423951362,1289.42
PV Module,Allegheny County,40.377315,-79.866353,25,302.99120517403287,1189.55
PV Module,Allegheny County,40.377315,-79.866353,26,360.28010564514955,1155.52
PV Module,Allegheny County,40.377315,-79.866353,27,554.8184876557881,1653.42
PV Module,Allegheny County,40.377315,-79.866353,28,451.23894868853637,1553.42
PV Module,Grand County,40.033681,-105.86663,1,51.42767365603319,949.43
PV Module,Grand County,40.033681,-105.86663,2,37.767878615145406,949.43
PV Module,Grand County,40.033681,-105.86663,3,59.45991589259512,954.84
PV Module,Grand County,40.033681,-105.86663,4,90.66279082204909,954.84
PV Module,Grand County,40.033681,-105.86663,5,134.3443471507983,957.07
PV Module,Grand County,40.033681,-105.86663,6,193.9390458793829,960.31
PV Module,Grand County,40.033681,-105.86663,7,273.2160126461905,969.81
PV Module,Grand County,40.033681,-105.86663,8,376.02063949375827,978.4
PV Module,Grand County,40.033681,-105.86663,9,505.8593471980255,990.72
PV Module,Grand County,40.033681,-105.86663,10,849.9506093183637,1143.84
PV Module,Grand County,40.033681,-105.86663,11,837.5246132581802,1049.45
PV Module,Grand County,40.033681,-105.86663,12,4347.27122844115,1235.34
PV Module,Grand County,40.033681,-105.86663,13,4116.28355163824,1138.95
PV Module,Grand County,40.033681,-105.86663,14,992.6506487836614,1038.95
PV Module,Grand County,40.033681,-105.86663,15,2968.3776076346503,1227.74
PV Module,Grand County,40.033681,-105.86663,16,1255.2465042034473,1127.74
PV Module,Grand County,40.033681,-105.86663,17,2130.318972041945,1169.46
PV Module,Grand County,40.033681,-105.86663,18,2920.806777730777,1270.45
PV Module,Grand County,40.033681,-105.86663,19,2265.5363289567317,1170.45
PV Module,Grand County,40.033681,-105.86663,20,2586.653806130663,1072.42
PV Module,Grand County,40.033681,-105.86663,21,4921.1913931926,1317.91
PV Module,Grand County,40.033681,-105.86663,22,4527.87028335997,1217.91
PV Module,Grand County,40.033681,-105.86663,23,2062.02136654572,1054.3
PV Module,Grand County,40.033681,-105.86663,24,5269.788754278765,1137.79
PV Module,Grand County,40.033681,-105.86663,25,2081.005052663596,1037.79
PV Module,Grand County,40.033681,-105.86663,26,2443.825989716838,995.67
PV Module,Grand County,40.033681,-105.86663,27,4389.208189497905,1537.23
PV Module,Grand County,40.033681,-105.86663,28,2812.683238986332,1441.63
PV Module,Trigg County,36.88034,-87.702884,1,0.008566916314428397,849.15
PV Module,Trigg County,36.88034,-87.702884,2,0.0119598690812954,849.15
PV Module,Trigg County,36.88034,-87.702884,3,0.025245137847737298,849.15
PV Module,Trigg County,36.88034,-87.702884,4,0.0499435176172685,849.15
PV Module,Trigg County,36.88034,-87.702884,5,0.0934574410898862,849.15
PV Module,Trigg County,36.88034,-87.702884,6,0.1671719930238072,871.18
PV Module,Trigg County,36.88034,-87.702884,7,0.28969645692841467,876.43
PV Module,Trigg County,36.88034,-87.702884,8,0.49474390503457677,901.1
PV Module,Trigg County,36.88034,-87.702884,9,0.8482382325322817,937.61
PV Module,Trigg County,36.88034,-87.702884,10,1.4806618389548005,1007.43
PV Module,Trigg County,36.88034,-87.702884,11,2.6417285387259013,982.38
